reviewer_name,show_title,season_num,review_score
Audience Choice,Fury Past River,4,334
IGN,Fading Crystal Dreams,1,2
FilmAffinity,Fading Crystal Dreams,1,10
Metacritic,Fading Crystal Dreams,1,51
Critic Circle,Fading Crystal Dreams,1,2
Rotten Tomatoes,Hidden Broken Fading,1,57
CinemaScore,Hidden Broken Fading,1,9
Letterboxd,Hidden Broken Fading,2,4
Rotten Tomatoes,Hidden Broken Fading,2,69
Metacritic,Hidden Broken Fading,2,84
Critic Circle,Hidden Broken Fading,2,2
Audience Choice,Hidden Broken Fading,2,978
CinemaScore,Hidden Broken Fading,2,19
IMDb,Hidden Broken Fading,2,4
Critic Circle,Hidden Broken Fading,4,5
IMDb,Hidden Broken Fading,4,4
Audience Choice,Hidden Broken Fading,4,162
Metacritic,Hidden Broken Fading,4,60
CinemaScore,Hidden Broken Fading,4,36
Rotten Tomatoes,Hidden Broken Fading,4,84
FilmAffinity,Hidden Broken Fading,4,5
IMDb,Silver Crystal,1,1
Letterboxd,Silver Crystal,1,3
FilmAffinity,Silver Crystal,2,5
CinemaScore,Silver Crystal,2,14
Metacritic,Silver Crystal,2,2
Critic Circle,Silver Crystal,2,1
IMDb,Silver Crystal,2,9
Letterboxd,Silver Crystal,2,1
Letterboxd,Silver Crystal,3,5
IGN,Silver Crystal,3,5
Rotten Tomatoes,Future Storm,1,96
Letterboxd,Future Storm,4,3
Roger Ebert,Future Storm,4,2
Rotten Tomatoes,Future Storm,4,37
CinemaScore,Future Storm,4,82
Audience Choice,Future Storm,4,542
IMDb,Future Storm,4,9
Critic Circle,Future Storm,4,5
IGN,Midnight Echo Future,1,6
IMDb,Midnight Echo Future,1,5
Roger Ebert,Midnight Echo Future,1,3
FilmAffinity,Midnight Echo Future,1,7
CinemaScore,Midnight Echo Future,1,40
Roger Ebert,Midnight Echo Future,2,4
Audience Choice,Midnight Echo Future,2,216
IMDb,Midnight Echo Future,3,5
Critic Circle,Midnight Echo Future,3,0
Audience Choice,Midnight Echo Future,3,828
CinemaScore,Midnight Echo Future,3,12
IGN,Midnight Echo Future,3,4
Rotten Tomatoes,Midnight Echo Future,3,7
FilmAffinity,Midnight Echo Future,3,9
Roger Ebert,Midnight Echo Future,3,4
IGN,Midnight Echo Future,4,2
IMDb,Midnight Echo Future,4,10
Metacritic,Midnight Echo Future,4,21
Rotten Tomatoes,Midnight Echo Future,4,56
Roger Ebert,Crimson Neon,1,2
IGN,Crimson Neon,1,4
Metacritic,Crimson Neon,1,100
Rotten Tomatoes,Crimson Neon,1,29
FilmAffinity,Crimson Neon,1,7
Critic Circle,Crimson Neon,1,5
Audience Choice,Crimson Neon,1,278
Letterboxd,Crimson Neon,2,4
Roger Ebert,Crimson Neon,2,2
Metacritic,Crimson Neon,2,63
IGN,Crimson Neon,2,8
Rotten Tomatoes,Crimson Neon,2,2
Critic Circle,Crimson Neon,2,5
CinemaScore,Crimson Neon,2,54
Rotten Tomatoes,Phantom Horizon,1,77
Roger Ebert,Phantom Horizon,3,2
Metacritic,Phantom Horizon,3,9
FilmAffinity,Phantom Horizon,3,0
Audience Choice,Phantom Horizon,3,991
CinemaScore,Phantom Horizon,3,89
Rotten Tomatoes,Phantom Horizon,3,11
Letterboxd,Phantom Horizon,3,4
IMDb,Phantom Horizon,3,5
IMDb,Galaxy Nightfall Sky,1,1
IGN,Galaxy Nightfall Sky,1,1
CinemaScore,Galaxy Nightfall Sky,1,97
Letterboxd,Galaxy Nightfall Sky,2,3
Audience Choice,Galaxy Nightfall Sky,2,104
IMDb,Galaxy Nightfall Sky,3,6
CinemaScore,Galaxy Nightfall Sky,3,52
Letterboxd,Hidden Eclipse,1,0
FilmAffinity,Hidden Eclipse,1,6
Roger Ebert,Hidden Eclipse,1,2
Metacritic,Hidden Eclipse,1,94
Audience Choice,Hidden Eclipse,1,447
IGN,Hidden Eclipse,1,4
IMDb,Hidden Eclipse,1,8
CinemaScore,Hidden Eclipse,1,99
Rotten Tomatoes,Hidden Eclipse,1,94
Letterboxd,Hidden Eclipse,2,0
Roger Ebert,Hidden Eclipse,2,4
FilmAffinity,Hidden Eclipse,2,8
Critic Circle,Hidden Eclipse,2,4
CinemaScore,Hidden Eclipse,2,13
Audience Choice,Hidden Eclipse,2,312
IGN,Hidden Eclipse,2,10
Audience Choice,Hidden Eclipse,3,966
IGN,Hidden Eclipse,3,9
Roger Ebert,Eclipse Wild Crimson,1,2
Letterboxd,Eclipse Wild Crimson,1,4
Rotten Tomatoes,Eclipse Wild Crimson,1,7
CinemaScore,Eclipse Wild Crimson,1,18
IGN,Eclipse Wild Crimson,1,3
FilmAffinity,Eclipse Wild Crimson,1,0
Metacritic,Eclipse Wild Crimson,1,6
CinemaScore,Eclipse Wild Crimson,2,40
FilmAffinity,Eclipse Wild Crimson,2,1
Critic Circle,Eclipse Wild Crimson,2,4
Metacritic,Eclipse Wild Crimson,2,98
Letterboxd,Eclipse Wild Crimson,2,1
IGN,Eclipse Wild Crimson,2,9
Rotten Tomatoes,Eclipse Wild Crimson,2,14
Audience Choice,Eclipse Wild Crimson,2,821
Rotten Tomatoes,Rising Crystal,1,53
Critic Circle,Rising Crystal,1,0
FilmAffinity,Rising Crystal,1,1
Roger Ebert,Rising Crystal,1,3
Audience Choice,Rising Crystal,1,391
IGN,Rising Crystal,1,4
Rotten Tomatoes,Rising Crystal,2,95
IMDb,Rising Crystal,2,4
Audience Choice,Rising Crystal,2,493
IGN,Rising Crystal,2,7
FilmAffinity,Rising Crystal,2,4
Critic Circle,Fading Nightfall Sky,1,4
IMDb,Fading Nightfall Sky,1,9
FilmAffinity,Fading Nightfall Sky,1,2
Metacritic,Fading Nightfall Sky,1,15
Letterboxd,Fading Nightfall Sky,1,5
Roger Ebert,Fading Nightfall Sky,1,1
Audience Choice,Fading Nightfall Sky,1,886
IGN,Fading Nightfall Sky,1,9
Audience Choice,Fading Nightfall Sky,2,995
Roger Ebert,Fading Nightfall Sky,2,2
FilmAffinity,Fading Nightfall Sky,2,3
Letterboxd,Fading Nightfall Sky,2,1
CinemaScore,Fading Nightfall Sky,2,1
Metacritic,Fading Nightfall Sky,2,57
IGN,Fading Nightfall Sky,3,10
Critic Circle,Fading Nightfall Sky,3,2
Audience Choice,Fading Nightfall Sky,3,13
FilmAffinity,Fading Nightfall Sky,3,4
FilmAffinity,Fading Nightfall Sky,4,2
Rotten Tomatoes,Fading Nightfall Sky,4,87
Roger Ebert,Fading Nightfall Sky,4,4
IGN,Fading Nightfall Sky,4,0
IMDb,Fading Nightfall Sky,4,1
Audience Choice,Rising Crimson Broken,1,65
FilmAffinity,Rising Crimson Broken,1,0
Critic Circle,Rising Crimson Broken,1,0
Rotten Tomatoes,Rising Crimson Broken,1,96
IGN,Rising Crimson Broken,1,2
Metacritic,Rising Crimson Broken,1,47
Rotten Tomatoes,Magic Galaxy,2,54
Metacritic,Horizon Ancient Voyager,1,79
Rotten Tomatoes,Horizon Ancient Voyager,1,43
Letterboxd,Horizon Ancient Voyager,1,4
FilmAffinity,Horizon Ancient Voyager,1,5
Audience Choice,Horizon Ancient Voyager,1,117
Critic Circle,Horizon Ancient Voyager,1,2
Roger Ebert,Horizon Ancient Voyager,1,4
Critic Circle,Horizon Ancient Voyager,2,1
Audience Choice,Horizon Ancient Voyager,2,81
IGN,Horizon Ancient Voyager,2,6
Letterboxd,Horizon Ancient Voyager,2,5
Metacritic,Horizon Ancient Voyager,2,7
Rotten Tomatoes,Horizon Ancient Voyager,2,46
IMDb,Horizon Ancient Voyager,2,7
Rotten Tomatoes,Golden Crimson Broken,1,92
Roger Ebert,Golden Crimson Broken,1,3
Critic Circle,Golden Crimson Broken,1,2
Audience Choice,Golden Crimson Broken,1,142
Letterboxd,Golden Crimson Broken,1,4
Metacritic,Golden Crimson Broken,1,51
FilmAffinity,Galaxy Golden,1,0
Letterboxd,Galaxy Golden,1,2
Audience Choice,Galaxy Golden,1,311
Roger Ebert,Galaxy Golden,1,4
Metacritic,Galaxy Golden,1,100
IGN,Galaxy Golden,1,9
CinemaScore,Galaxy Golden,1,32
Rotten Tomatoes,Galaxy Golden,1,26
Roger Ebert,Galaxy Golden,2,1
IMDb,Wild Sky Storm,1,7
Audience Choice,Wild Sky Storm,1,456
CinemaScore,Wild Sky Storm,1,71
CinemaScore,Silent Past Dreams,1,0
Roger Ebert,Silent Past Dreams,1,4
Rotten Tomatoes,Silent Past Dreams,1,69
Critic Circle,Silent Past Dreams,1,4
Letterboxd,Silent Past Dreams,1,3
Metacritic,Silent Past Dreams,1,48
Audience Choice,Silent Past Dreams,1,369
FilmAffinity,Silent Past Dreams,1,7
Rotten Tomatoes,Silent Past Dreams,2,98
Critic Circle,Silent Past Dreams,2,4
CinemaScore,Silent Past Dreams,2,2
IGN,Silent Past Dreams,2,5
Letterboxd,Silent Past Dreams,2,0
IGN,Silent Past Dreams,3,6
CinemaScore,Silent Past Dreams,3,67
IMDb,Silent Past Dreams,3,10
Audience Choice,Silent Past Dreams,3,62
Metacritic,Silent Past Dreams,3,21
FilmAffinity,Silent Past Dreams,3,4
Rotten Tomatoes,Silent Past Dreams,3,90
Critic Circle,Silent Past Dreams,4,1
Metacritic,Silent Past Dreams,4,74
IMDb,Silent Past Dreams,4,2
Letterboxd,Silent Past Dreams,4,2
FilmAffinity,Silent Past Dreams,4,10
CinemaScore,Silent Past Dreams,4,99
Rotten Tomatoes,Silent Past Dreams,4,9
Roger Ebert,Silent Past Dreams,4,0
IGN,Silent Past Dreams,4,3
IGN,Star Fury Kingdom,1,1
Critic Circle,Star Fury Kingdom,1,5
Letterboxd,Star Fury Kingdom,1,5
IMDb,Star Fury Kingdom,1,3
Rotten Tomatoes,Star Fury Kingdom,2,68
Metacritic,Star Fury Kingdom,2,34
Audience Choice,Star Fury Kingdom,2,952
FilmAffinity,Star Fury Kingdom,2,2
IGN,Star Fury Kingdom,2,6
Roger Ebert,Star Fury Kingdom,2,3
Critic Circle,Star Fury Kingdom,2,5
IMDb,Star Fury Kingdom,2,1
IGN,Star Fury Kingdom,3,6
Critic Circle,Star Fury Kingdom,3,2
Rotten Tomatoes,Star Fury Kingdom,3,29
FilmAffinity,Star Fury Kingdom,3,3
Letterboxd,Star Fury Kingdom,3,1
Roger Ebert,Star Fury Kingdom,3,4
IMDb,Star Fury Kingdom,3,6
Audience Choice,Star Fury Kingdom,4,963
Rotten Tomatoes,Star Fury Kingdom,4,54
Critic Circle,Star Fury Kingdom,4,3
IGN,Star Fury Kingdom,4,10
FilmAffinity,Star Fury Kingdom,4,3
IMDb,Star Fury Kingdom,4,4
Metacritic,Star Fury Kingdom,4,67
Metacritic,River Ancient Midnight,2,56
IGN,River Ancient Midnight,2,3
CinemaScore,River Ancient Midnight,3,35
IGN,River Ancient Midnight,3,8
Audience Choice,River Ancient Midnight,4,199
IGN,River Ancient Midnight,4,8
Critic Circle,River Ancient Midnight,4,2
IMDb,River Ancient Midnight,4,3
FilmAffinity,River Ancient Midnight,4,4
Roger Ebert,River Ancient Midnight,4,0
Letterboxd,River Ancient Midnight,4,2
Metacritic,River Ancient Midnight,4,53
Roger Ebert,Star Nightfall Whispers,1,0
Critic Circle,Star Nightfall Whispers,1,3
CinemaScore,Star Nightfall Whispers,1,64
Rotten Tomatoes,Star Nightfall Whispers,1,40
Audience Choice,Star Nightfall Whispers,1,808
Metacritic,Star Nightfall Whispers,1,77
IMDb,Star Nightfall Whispers,1,7
Metacritic,Star Nightfall Whispers,2,49
IGN,Star Nightfall Whispers,2,6
Critic Circle,Star Nightfall Whispers,2,4
Letterboxd,Broken Silent Neon,1,4
CinemaScore,Broken Silent Neon,1,82
Metacritic,Broken Silent Neon,1,53
IMDb,Secret Hidden,1,2
Metacritic,Secret Hidden,1,71
Letterboxd,Secret Hidden,1,1
Audience Choice,Secret Hidden,1,499
CinemaScore,Secret Hidden,1,38
IGN,Secret Hidden,1,10
FilmAffinity,Secret Hidden,2,7
Critic Circle,Secret Hidden,2,5
Audience Choice,Secret Hidden,2,902
IGN,Secret Hidden,2,6
FilmAffinity,Secret Hidden,3,5
Critic Circle,Secret Hidden,3,1
CinemaScore,Secret Hidden,3,88
Letterboxd,Secret Hidden,3,4
Critic Circle,Secret Hidden,4,1
Audience Choice,Secret Hidden,4,789
IMDb,Secret Hidden,4,4
Audience Choice,Hidden Silver Whispers,1,532
IMDb,Hidden Silver Whispers,1,2
FilmAffinity,Hidden Silver Whispers,1,0
Metacritic,Hidden Silver Whispers,1,91
Letterboxd,Hidden Silver Whispers,1,2
Rotten Tomatoes,Hidden Silver Whispers,1,98
CinemaScore,Hidden Silver Whispers,1,89
Roger Ebert,Hidden Silver Whispers,2,2
Letterboxd,Hidden Silver Whispers,2,3
Metacritic,Hidden Silver Whispers,2,32
Rotten Tomatoes,Hidden Silver Whispers,2,21
Metacritic,Hidden Silver Whispers,3,91
IGN,Hidden Silver Whispers,3,5
Rotten Tomatoes,Hidden Silver Whispers,3,72
FilmAffinity,Hidden Silver Whispers,3,4
IMDb,Hidden Silver Whispers,3,6
Letterboxd,Hidden Silver Whispers,3,0
CinemaScore,Hidden Silver Whispers,3,81
Roger Ebert,Hidden Silver Whispers,3,3
Roger Ebert,Past Midnight,1,3
Critic Circle,Past Midnight,3,1
Letterboxd,Past Midnight,3,0
Roger Ebert,Past Midnight,3,0
IGN,Golden Fading Fury,1,10
FilmAffinity,Golden Fading Fury,1,0
Audience Choice,Golden Fading Fury,1,777
Metacritic,Golden Fading Fury,1,49
CinemaScore,Golden Fading Fury,1,95
Critic Circle,Golden Fading Fury,1,1
Letterboxd,Golden Fading Fury,1,3
Roger Ebert,Golden Fading Fury,1,4
Critic Circle,Golden Fading Fury,2,2
Letterboxd,Golden Fading Fury,2,1
IGN,Golden Fading Fury,2,6
Roger Ebert,Golden Fading Fury,2,3
Metacritic,Golden Fading Fury,2,58
FilmAffinity,Golden Fading Fury,3,3
IMDb,Golden Fading Fury,3,3
Audience Choice,Golden Fading Fury,3,792
Letterboxd,Golden Fading Fury,3,4
Critic Circle,Golden Fading Fury,3,3
Metacritic,Golden Fading Fury,3,71
IMDb,Golden Fading Fury,4,0
Metacritic,Golden Fading Fury,4,57
Roger Ebert,Golden Fading Fury,4,4
Critic Circle,Golden Fading Fury,4,4
IGN,Golden Fading Fury,4,2
Roger Ebert,Eternal Phantom,1,1
Audience Choice,Eternal Phantom,1,63
Metacritic,Eternal Phantom,1,47
CinemaScore,Eternal Phantom,1,31
IGN,Eternal Phantom,1,6
Letterboxd,Eternal Phantom,2,4
Rotten Tomatoes,Fury Ancient Crystal,1,69
IGN,Fury Ancient Crystal,1,8
FilmAffinity,Fury Ancient Crystal,1,7
Metacritic,Fury Ancient Crystal,1,13
Roger Ebert,Fury Ancient Crystal,1,3
Audience Choice,Fury Ancient Crystal,1,482
Letterboxd,Fury Ancient Crystal,1,5
Audience Choice,Fury Ancient Crystal,2,424
Roger Ebert,Fury Ancient Crystal,2,1
Critic Circle,Fury Ancient Crystal,2,3
CinemaScore,Fury Ancient Crystal,4,59
FilmAffinity,Fury Ancient Crystal,4,0
IMDb,Fury Ancient Crystal,4,7
Metacritic,Fury Ancient Crystal,4,97
Letterboxd,Fury Ancient Crystal,4,4
Roger Ebert,Fury Ancient Crystal,4,3
FilmAffinity,Fury Crimson,1,5
Rotten Tomatoes,Fury Crimson,1,16
Audience Choice,Fury Crimson,1,764
IMDb,Fury Crimson,1,7
Critic Circle,Fury Crimson,1,2
Roger Ebert,Fury Crimson,1,4
Metacritic,Fury Crimson,2,12
Rotten Tomatoes,Fury Crimson,2,40
IGN,Fury Crimson,3,8
CinemaScore,Fury Crimson,3,85
Rotten Tomatoes,Fury Crimson,3,52
Critic Circle,Fury Crimson,3,5
IMDb,Fury Crimson,3,1
Metacritic,Fury Crimson,3,48
Audience Choice,Fury Crimson,3,496
IGN,Future Star Ancient,1,2
Metacritic,Future Star Ancient,1,20
Letterboxd,Future Star Ancient,1,3
Rotten Tomatoes,Future Star Ancient,1,65
Critic Circle,Future Star Ancient,1,3
Roger Ebert,Future Star Ancient,1,0
Letterboxd,Horizon Crimson,1,3
Critic Circle,Horizon Crimson,1,5
IMDb,Horizon Crimson,1,1
CinemaScore,Horizon Crimson,1,23
Roger Ebert,Horizon Crimson,1,3
Audience Choice,Horizon Crimson,1,710
FilmAffinity,Horizon Crimson,1,9
Letterboxd,Horizon Crimson,2,2
CinemaScore,Horizon Crimson,2,0
Metacritic,Horizon Crimson,2,50
Critic Circle,Horizon Crimson,2,4
IGN,Horizon Crimson,2,5
CinemaScore,Horizon Crimson,3,55
Critic Circle,Horizon Crimson,3,1
Letterboxd,Horizon Crimson,3,0
Critic Circle,Neon Echo Rising,1,0
IMDb,Neon Echo Rising,1,9
CinemaScore,Neon Echo Rising,1,55
Rotten Tomatoes,River Past,1,41
FilmAffinity,River Past,1,3
Letterboxd,River Past,1,1
IGN,River Past,1,9
IMDb,River Past,1,8
Roger Ebert,River Past,1,2
IMDb,Storm Midnight Galaxy,1,9
CinemaScore,Storm Midnight Galaxy,1,25
Metacritic,Storm Midnight Galaxy,1,57
IGN,Storm Midnight Galaxy,1,0
Rotten Tomatoes,Storm Midnight Galaxy,1,11
Critic Circle,Storm Midnight Galaxy,1,3
Roger Ebert,Storm Midnight Galaxy,1,3
FilmAffinity,Secret Phantom,1,6
Letterboxd,Secret Phantom,1,0
Letterboxd,Secret Phantom,2,4
FilmAffinity,Secret Phantom,2,4
IGN,Secret Phantom,2,2
Roger Ebert,Secret Phantom,2,1
Rotten Tomatoes,Secret Phantom,2,85
Critic Circle,Secret Phantom,2,2
Metacritic,Secret Phantom,2,50
CinemaScore,Secret Phantom,2,75
Audience Choice,Secret Phantom,2,39
Critic Circle,Fading Galaxy,1,0
Rotten Tomatoes,Fading Galaxy,1,61
CinemaScore,Fading Galaxy,1,70
Letterboxd,Fading Galaxy,2,2
CinemaScore,Fading Galaxy,2,83
IMDb,Fading Galaxy,2,3
FilmAffinity,Fading Galaxy,2,10
Roger Ebert,Fading Galaxy,2,3
Critic Circle,Fading Galaxy,2,5
Audience Choice,Fading Galaxy,2,19
Metacritic,Fading Galaxy,2,5
Rotten Tomatoes,Fading Galaxy,2,91
IMDb,Fading Galaxy,3,8
IGN,Fading Galaxy,3,7
Audience Choice,Fading Galaxy,3,683
CinemaScore,Legends Past Neon,1,65
IGN,Legends Past Neon,1,7
Letterboxd,Legends Past Neon,1,0
IMDb,Legends Past Neon,1,8
Rotten Tomatoes,Legends Past Neon,1,77
Audience Choice,Legends Past Neon,1,515
Roger Ebert,Legends Past Neon,1,4
FilmAffinity,Legends Past Neon,1,6
CinemaScore,Legends Past Neon,2,68
Roger Ebert,Legends Past Neon,2,3
Metacritic,Legends Past Neon,3,32
Roger Ebert,Legends Past Neon,3,2
Letterboxd,Legends Past Neon,3,2
Audience Choice,Horizon Storm Golden,1,139
IGN,Horizon Storm Golden,1,3
Roger Ebert,Horizon Storm Golden,1,3
Metacritic,Horizon Storm Golden,1,22
FilmAffinity,Horizon Storm Golden,1,4
Rotten Tomatoes,Horizon Storm Golden,2,1
Metacritic,Horizon Storm Golden,2,22
Audience Choice,Horizon Storm Golden,2,949
IMDb,Horizon Storm Golden,2,9
IGN,Horizon Storm Golden,2,2
Letterboxd,Horizon Storm Golden,2,0
FilmAffinity,Horizon Storm Golden,2,6
IGN,Horizon Storm Golden,3,9
Roger Ebert,Horizon Storm Golden,3,4
CinemaScore,Horizon Storm Golden,3,74
Metacritic,Horizon Storm Golden,3,21
Audience Choice,Horizon Storm Golden,3,569
Audience Choice,Horizon Storm Golden,4,635
FilmAffinity,Horizon Storm Golden,4,5
Metacritic,Eclipse Voyager Kingdom,1,79
CinemaScore,Eclipse Voyager Kingdom,1,22
Letterboxd,Eclipse Voyager Kingdom,1,3
IMDb,Eclipse Voyager Kingdom,1,6
Rotten Tomatoes,Eclipse Voyager Kingdom,1,59
Audience Choice,Eclipse Voyager Kingdom,1,277
Roger Ebert,Eclipse Voyager Kingdom,2,1
FilmAffinity,Eclipse Voyager Kingdom,2,0
IGN,Eclipse Voyager Kingdom,2,1
IMDb,Eclipse Voyager Kingdom,2,9
Audience Choice,Eclipse Voyager Kingdom,2,565
CinemaScore,Eclipse Voyager Kingdom,2,66
Critic Circle,Eclipse Voyager Kingdom,2,4
Rotten Tomatoes,Eclipse Voyager Kingdom,2,65
Letterboxd,Eclipse Voyager Kingdom,2,1
Roger Ebert,Eclipse Voyager Kingdom,3,1
IMDb,Phantom Crimson Eternal,1,1
Metacritic,Phantom Crimson Eternal,1,26
Critic Circle,Eclipse Fury River,1,4
IGN,Eclipse Fury River,2,2
Critic Circle,Eclipse Fury River,2,0
Audience Choice,Eclipse Fury River,2,860
Roger Ebert,Eclipse Fury River,2,4
CinemaScore,Eclipse Fury River,2,87
Metacritic,Eclipse Fury River,2,55
Rotten Tomatoes,Eclipse Fury River,2,16
Letterboxd,Eclipse Fury River,2,5
Letterboxd,Storm Legends Future,1,0
CinemaScore,Storm Legends Future,1,95
Metacritic,Storm Legends Future,1,24
Letterboxd,Storm Legends Future,2,1
Audience Choice,Storm Legends Future,2,969
CinemaScore,Storm Legends Future,2,22
Metacritic,Storm Legends Future,2,92
Roger Ebert,Storm Legends Future,2,0
FilmAffinity,Past Shadow Future,1,3
Letterboxd,Past Shadow Future,1,1
Metacritic,Past Shadow Future,1,66
IMDb,Past Shadow Future,1,7
Roger Ebert,Past Shadow Future,1,1
CinemaScore,Past Shadow Future,2,66
Metacritic,Past Shadow Future,2,1
IGN,Past Shadow Future,2,1
FilmAffinity,Past Shadow Future,2,0
Letterboxd,Past Shadow Future,2,2
Rotten Tomatoes,Past Shadow Future,2,27
Audience Choice,Past Shadow Future,2,53
IMDb,Past Shadow Future,2,2
Critic Circle,Past Shadow Future,2,4
CinemaScore,Past Shadow Future,3,40
FilmAffinity,Past Shadow Future,3,0
IGN,Past Shadow Future,3,2
Letterboxd,Past Shadow Future,3,1
Roger Ebert,Past Shadow Future,4,0
Audience Choice,Past Shadow Future,4,91
Rotten Tomatoes,Past Shadow Future,4,11
Letterboxd,Past Shadow Future,4,4
FilmAffinity,Past Shadow Future,4,6
Critic Circle,Dreams Shadow Secret,1,0
Metacritic,Dreams Shadow Secret,1,13
Letterboxd,Dreams Shadow Secret,1,2
Roger Ebert,Dreams Shadow Secret,1,1
Letterboxd,Dreams Shadow Secret,2,2
Critic Circle,Dreams Shadow Secret,2,1
Metacritic,Dreams Shadow Secret,2,40
FilmAffinity,Dreams Shadow Secret,2,0
Audience Choice,Dreams Shadow Secret,2,864
IMDb,Dreams Shadow Secret,2,0
Roger Ebert,Dreams Shadow Secret,2,4
IGN,Dreams Shadow Secret,2,4
Audience Choice,Dreams Shadow Secret,3,312
Metacritic,Dreams Shadow Secret,3,69
Roger Ebert,Dreams Shadow Secret,3,1
Letterboxd,Dreams Shadow Secret,3,5
IMDb,Dreams Shadow Secret,3,1
FilmAffinity,Secret Phantom Shadow,1,0
IMDb,Secret Phantom Shadow,1,8
Letterboxd,Secret Phantom Shadow,1,3
CinemaScore,Secret Phantom Shadow,1,82
Metacritic,Secret Phantom Shadow,2,12
Roger Ebert,Secret Phantom Shadow,2,4
CinemaScore,Secret Phantom Shadow,2,29
FilmAffinity,Secret Phantom Shadow,3,3
Audience Choice,Secret Phantom Shadow,3,553
Rotten Tomatoes,Secret Phantom Shadow,3,35
Metacritic,Secret Phantom Shadow,3,94
IGN,Secret Phantom Shadow,3,5
IMDb,Secret Phantom Shadow,3,7
Letterboxd,Secret Phantom Shadow,3,3
CinemaScore,Secret Phantom Shadow,3,25
Letterboxd,Eternal Future Rising,1,2
IMDb,Eternal Future Rising,2,4
Letterboxd,Eternal Future Rising,2,5
Critic Circle,Eternal Future Rising,2,5
Rotten Tomatoes,Eternal Future Rising,2,79
Audience Choice,Eternal Future Rising,2,195
CinemaScore,Eternal Future Rising,3,85
Rotten Tomatoes,Eternal Future Rising,3,24
IMDb,Eternal Future Rising,3,6
Roger Ebert,Eternal Future Rising,3,4
Letterboxd,Eternal Future Rising,3,5
IGN,Eternal Future Rising,3,10
FilmAffinity,Eternal Future Rising,3,1
FilmAffinity,Eternal Future Rising,4,3
IMDb,Eternal Future Rising,4,6
Audience Choice,Eternal Future Rising,4,654
Rotten Tomatoes,Wild Galaxy Future,1,42
Metacritic,Wild Galaxy Future,1,34
Rotten Tomatoes,Wild Galaxy Future,2,74
CinemaScore,Wild Galaxy Future,2,94
IMDb,Wild Galaxy Future,2,7
Critic Circle,Wild Galaxy Future,2,4
IGN,Wild Galaxy Future,2,2
Metacritic,Wild Galaxy Future,2,98
Audience Choice,Wild Galaxy Future,2,487
Letterboxd,Wild Galaxy Future,2,4
Letterboxd,Wild Galaxy Future,3,5
Rotten Tomatoes,Wild Galaxy Future,3,41
Critic Circle,Wild Galaxy Future,3,1
Audience Choice,Wild Galaxy Future,3,689
IMDb,Horizon Broken Wild,1,0
CinemaScore,Horizon Broken Wild,1,15
FilmAffinity,Horizon Broken Wild,1,2
Critic Circle,Horizon Broken Wild,1,3
Metacritic,Horizon Broken Wild,1,6
Letterboxd,Horizon Broken Wild,1,4
Audience Choice,Horizon Broken Wild,2,905
IGN,Horizon Broken Wild,2,3
IGN,Horizon Broken Wild,4,9
IMDb,Horizon Broken Wild,4,4
Metacritic,Horizon Broken Wild,4,19
CinemaScore,Fury River,1,22
Critic Circle,Fury River,1,0
Letterboxd,Fury River,1,0
Roger Ebert,Fury River,1,1
Metacritic,Fury River,3,59
Rotten Tomatoes,Fury River,3,53
FilmAffinity,Fury River,3,2
Rotten Tomatoes,Secret Ancient Magic,1,84
IGN,Secret Ancient Magic,1,9
CinemaScore,Secret Ancient Magic,1,22
IMDb,Secret Ancient Magic,2,4
Critic Circle,Secret Ancient Magic,2,0
FilmAffinity,Secret Ancient Magic,2,1
Roger Ebert,Secret Ancient Magic,2,3
IGN,Secret Ancient Magic,2,9
CinemaScore,Secret Ancient Magic,2,71
Audience Choice,Secret Ancient Magic,2,460
Rotten Tomatoes,Secret Ancient Magic,2,8
IGN,Secret Ancient Magic,3,8
Audience Choice,Secret Ancient Magic,3,115
Rotten Tomatoes,Secret Ancient Magic,3,3
Critic Circle,Secret Ancient Magic,3,5
FilmAffinity,Secret Ancient Magic,3,1
Roger Ebert,Secret Ancient Magic,3,1
Metacritic,Secret Ancient Magic,3,99
CinemaScore,Secret Ancient Magic,3,30
IMDb,Secret Ancient Magic,3,7
CinemaScore,Fading Storm,1,70
Audience Choice,Fading Storm,1,685
Critic Circle,Fading Storm,1,0
FilmAffinity,Fading Storm,1,4
Metacritic,Fading Storm,1,33
Letterboxd,Fading Storm,1,3
Rotten Tomatoes,Fading Storm,1,15
IMDb,Fading Storm,2,4
Metacritic,Fading Storm,3,72
Audience Choice,Fading Storm,3,751
FilmAffinity,Fading Storm,3,2
Letterboxd,Fading Storm,3,2
Roger Ebert,Fading Storm,3,3
IGN,Fading Storm,3,3
Metacritic,Fading Storm,4,82
Rotten Tomatoes,Fading Storm,4,57
FilmAffinity,Fading Storm,4,5
IGN,Fading Storm,4,5
CinemaScore,Nightfall Legends Silent,1,75
Metacritic,Nightfall Legends Silent,1,22
IMDb,Nightfall Legends Silent,1,6
Letterboxd,Nightfall Legends Silent,1,3
Critic Circle,Nightfall Legends Silent,1,5
Roger Ebert,Nightfall Legends Silent,1,2
Audience Choice,Nightfall Legends Silent,1,270
FilmAffinity,Nightfall Legends Silent,1,8
Rotten Tomatoes,Nightfall Legends Silent,1,60
IGN,Nightfall Legends Silent,2,6
CinemaScore,Nightfall Legends Silent,2,84
IMDb,Nightfall Legends Silent,2,3
Critic Circle,Nightfall Legends Silent,2,5
